publish_date,id,title,sentiments,effects,sound,behaviour,tags,people,location,C,D,S
2022-03-03,Bki08x7VRYs,Annahme von Informationen ist SELBSTMORD! Du tötest dich selbst durch Intelligenz = Unwissen,0,0,0,0,0,0,0,0,0,0
2022-03-03,8Xrvbzb5_oA,Eurasia Couple Alexander Laurent & Co  KG streut Erkenntnisse von Thomas VERZERRT unter die Menschen,0,0,0,0,0,0,0,0,0,0
2022-03-03,YRWQx7jjJbI,Hört genau hin und schaut genau hin - Geistheiler Sananda sagt es öffentlich,0,0,0,0,0,0,0,0,0,0
2022-02-25,4g0vQOIVeu0,"Thomas Veit über das dem Menschen VERBORGENE, an dem man zu Fall kommt wenn man es nicht erkennt",0,0,0,0,0,0,0,0,0,0
2022-02-25,vwGeuEMcvZs,"THOMAS VEIT   Träger der wahren, ewigen, unsterblichen Liebe   nicht von dieser Welt",0,0,0,0,0,0,0,0,0,0
2022-02-25,t5QCG_CN1Pc,Es ist Jagdzeit - die feindliche Übernahme der menschlichen Körper,0,0,0,0,0,0,0,0,0,0
2022-02-23,UONDodb1Iug,"Lasst uns Menschen machen - Die Bibel, der Bauplan der Matrix",0,0,0,0,0,0,0,0,0,0
2022-02-23,B-au70hx-nI,Das liebe Geld und weitere Gesetzmässigkeiten der Matrix,0,0,0,0,0,0,0,0,0,0
2022-02-23,gZyQ-k-FZVI,Schöpferwissen TV Fernstudium,0,0,0,0,0,0,0,0,0,0
2022-02-23,eO1cRWQXskE,Ewiges Leben oder Ewige Hölle,0,0,0,0,0,0,0,0,0,0
2022-02-23,iOT9DcXOTVQ,Ohne Kompromisse   Den Weg der Wahrheit gehen,0,0,0,0,0,0,0,0,0,0
2022-02-23,2UE6Af0vzLo,Meditation und Co = die Fänge der Matrix,0,0,0,0,0,0,0,0,0,0
2022-02-22,YLlckLi1srQ,"Bist Du spirituell, karmische Verstrickungen etc?",0,0,0,0,0,0,0,0,0,0
2022-02-17,jl-0OmbG4u0,DIE KI - KÜNSTLICHE INTELLIGENZ - IST DAS GEFÄNGNIS DES MENSCHEN,0,0,0,0,0,0,0,0,0,0
2022-02-16,iruWfLXHL60,Nur das WISSEN schützt die Menschen in der Endzeit - nix anderes,0,0,0,0,0,0,0,0,0,0
2022-02-15,yukkhnTukSU,Exit aus der Matrix,0,0,0,0,0,0,0,0,0,0
2022-02-14,xeb5l8IPqqk,"In den Fängen der Matrix Spirituelle Fehlleitungen, Meditation, Chakren, Aura, Licht, Seele Energie",0,0,0,0,0,0,0,0,0,0
2022-02-14,qN8hUquB2gg,BIOWAFFEN - EIN ÄLTERER BEITRAG - AKTUELLER DEN JE,0,0,0,0,0,0,0,0,0,0
2022-02-14,KH6jasQqoNU,Veile Wege führen nach Rom. Was wirlkch dahinter steckt im Wissen,0,0,0,0,0,0,0,0,0,0
2022-02-14,pafn7Xtl2oQ,"Das Wissen, was das Blut im Körper wirklich ist",0,0,0,0,0,0,0,0,0,0
2022-02-14,HKkkpX4JAsQ,"Weißt du, was die wirkliche wahre Liebe ist, aus der wir alle entstanden sind?",0,0,0,0,0,0,0,0,0,0
2022-02-13,tQ8DsCynayE,"Nutze die Zeit, die dir bleibt",0,0,0,0,0,0,0,0,0,0
2022-02-13,v6-9mKmHGjU,"Der Kaninchenbau ist so tief, so tief, weil die Perversitäten so unfassbar sind",0,0,0,0,0,0,0,0,0,0
2022-02-07,pPmgC8jPKgA,"Du musst immer wissen, was du willst, immer. Ansonsten weiß es jemand anders für dich",0,0,0,0,0,0,0,0,0,0
2022-02-07,PK7Qzgq2OOM,WIR SIND DIE AUIßERIRDISCHEN; DENN DIESE WELT HIER IST NICHT UNSERE,0,0,0,0,0,0,0,0,0,0
2022-02-05,ZPD9NKV5Fz8,"Wir sind im Krieg, im Krieg gegen die Maschinen",0,0,0,0,0,0,0,0,0,0
2022-02-01,NFrz1nWcHXA,"Der Mensch bekämpft das, was er nicht kennt",0,0,0,0,0,0,0,0,0,0
2022-01-28,ok0nYZskC0Y,"Bist du bereit, die Wahrheit sehen zu wollen? Kannst du sie ertragen und deinen Weg gehen?",0,0,0,0,0,0,0,0,0,0
2022-01-28,240F35lBvTg,Die LIebe in dieser Welt ist ein Programm,0,0,0,0,0,0,0,0,0,0
2022-01-27,7ioFO0vjFIE,"Wer hält die Matrix am Laufen?? Du Du Du Du, Ich, alle Menschen",0,0,0,0,0,0,0,0,0,0
2022-01-24,DPf7NbfwHEg,Dämonen leben von jedem Wort! - Wort = Teufel = Lüge,0,0,0,0,0,0,0,0,0,0
2022-01-24,VFug1g2HW6I,"Das Schwert ""DAS WISSEN"" zur Befreiung - das ist die wahre Liebe",0,0,0,0,0,0,0,0,0,0
2022-01-19,JPtIFa7Dv4g,Welcome to the hell,0,0,0,0,0,0,0,0,0,0
2022-01-16,Nu6K5-WFqCc,"Die größte Angst des Menschen ist  die, sich selbst anzuschauen, den Blick auf sich selbst",0,0,0,0,0,0,0,0,0,0
2022-01-16,qtGh_Nwxh0k,Der Reptilianischer Pakt - aktueller denn je,0,0,0,0,0,0,0,0,0,0
2022-01-16,-K2bBDPifLk,Ohne Kompromisse  den Weg der Wahrheit gehen - es gibt keine andere Option,0,0,0,0,0,0,0,0,0,0
2022-01-15,B4N71IUTbs4,Die heisse Phase - es geht um ALLES - ewige Hölle oder Ewigkeit,0,0,0,0,0,0,0,0,0,0
2022-01-13,feWhCmvPhOc,"In den Fängen der Matrix Spirituelle Fehlleitungen, Meditation, Chakren, Aura, Licht, Seele Energie",0,0,0,0,0,0,0,0,0,0
2022-01-13,86xnL_s3PMw,DAS GRÖßTE VERBRECHEN AN DER MENSCHHEIT - WIR DECKEN ES AUF!!!,0,0,0,0,0,0,0,0,0,0
2022-01-11,DO6kUOubZzA,Die Akasha-Chronik der spirituell geprägten Menschen,0,0,0,0,0,0,0,0,0,0
2022-01-11,gNO_3pnYb_w,"Die Society wünscht nicht, dass die Menschheit frei wird",0,0,0,0,0,0,0,0,0,0
2022-01-06,WCn6AQfbjQ0,"Wer keinen Willen mehr aufbringen kann zu kämpfen, wird von den dreibeinigen Herrschern geweiht",0,0,0,0,0,0,0,0,0,0
2022-01-03,oIZqjnEKIx0,"Wie willst du WAHRHEIT erkennen, wenn du nicht weißt, dass sie nur EINER in die Matrix bringt",0,0,0,0,0,0,0,0,0,0
2022-01-02,4jHlyHXF-HE,"Thomas, ein agressiver, ungehobelter, schreiender, lauter, dorgenabhängiger Guru???",0,0,0,0,0,0,0,0,0,0
2021-12-30,I22qFLuesQQ,Du hast dein Leben verspielt!,0,0,0,0,0,0,0,0,0,0
2021-12-30,SRiODwvVJ6c,Was passiert wenn wir schlafen,0,0,0,0,0,0,0,0,0,0
2021-12-21,tCulMyxhS60,"Klänge der Endzeit  - Ent(d)e gut, alles gut??",0,0,0,0,0,0,0,0,0,0
2021-12-21,5EcnFTtOhjc,Die Technologieverliebtheit des Menschen,0,0,0,0,0,0,0,0,0,0
2021-12-20,37EpLBgM_jI,Die Wahrheit kommt ans Licht,0,0,0,0,0,0,0,0,0,0
2021-12-19,gw4uQOiuUjU,Die Gefahr der allgegenwärtigen Ablenkung durch die Informationsaufnahme aus dem Außen,0,0,0,0,0,0,0,0,0,0
2021-12-18,L2EVQstKG8Q,Das Land des Lächelns,0,0,0,0,0,0,0,0,0,0
2021-12-14,hvA2aacn-Zc,"Der Umgang des Wissens mit dämonisch besetzten Menschen, die die Kontrolle über sich verloren haben",0,0,0,0,0,0,0,0,0,0
2021-12-14,GUUXj8bjHMM,"Die Gefangenschaft der Menschheit, die keiner sieht, weil der Mensch das Böse nicht sehen will",0,0,0,0,0,0,0,0,0,0
2021-12-14,8n7VkrM2qy8,"Die NWO - deren wahre Pläne, die niemand kennt",0,0,0,0,0,0,0,0,0,0
2021-12-14,ufoq4Wjf_BE,"Hey du, haste deinen Rucksack schon gepackt und dein Pferd gesattelt?",0,0,0,0,0,0,0,0,0,0
2021-12-14,y4d2LVGxpiM,"Dämonen brauchen klare Ansagen, denn damit können sie nicht umgehen",0,0,0,0,0,0,0,0,0,0
2021-12-14,lmubiinvzQI,Schalte alles ab und geh zu dir selbst,0,0,0,0,0,0,0,0,0,0
2021-12-12,bIRljrby9V0,"Vergiss nie, das Wissen, was Thomas adF. Veit bringt, so nie hier vorhanden war",0,0,0,0,0,0,0,0,0,0
2021-12-12,ZGZuxdkV0To,Alles in dieser Welt ist auf Lügen aufgebaut,0,0,0,0,0,0,0,0,0,0
2021-12-12,IyOfUp-UJPs,"Der Mensch, eingetreten in ein Spiel, welches er nicht versteht. Wie aus Göttern Affen wurden",0,0,0,0,0,0,0,0,0,0
2021-12-11,jVAxFyStN4c,"Wenn Ihr die Wahrheit wollt, geht zu Euch selbst! Der Film Network 1976, aktueller denn je",0,0,0,0,0,0,0,0,0,0
2021-12-05,7vO96G4E53o,Sag kein Wort   Schweigen ist Gold,0,0,0,0,0,0,0,0,0,0
2021-12-05,mUldIx_o0_E,"i n form iere Dich nicht - nutze die Zeit, die dir bleibt",0,0,0,0,0,0,0,0,0,0
2021-12-05,zq6yHxEFSKM,Corona Wer  steckt wirklich dahinter,0,0,0,0,0,0,0,0,0,0
2021-12-04,Ba9HcBp46GE,Der Mensch hat sich selbst verloren und wird kontrolliert allgegenwärtig,0,0,0,0,0,0,0,0,0,0
2021-12-04,vihH_KCGO98,"Endzeit Baby - bist du bereit, alles für deine Rettung zu geben",0,0,0,0,0,0,0,0,0,0
2021-12-04,IOCqcoUlMYs,"Hey du, schon neuestes Smartphone, neuestes Tablet, neueste Pluster . . . ?",0,0,0,0,0,0,0,0,0,0
2021-12-04,YEAbuMY8dpM,"Der Mensch muss erkennen, wer oder was ihn steuert",0,0,0,0,0,0,0,0,0,0
2021-12-02,gMHVwOKS4UU,Transhumanuismus und Implantate,0,0,0,0,0,0,0,0,0,0
2021-12-02,9i7q5znOWXc,Der Mensch auf dem Weg in die ewige Hölle,0,0,0,0,0,0,0,0,0,0
2021-12-02,TJ0WjDxO5lw,"Mythen der Endzeit   Quantensprung, Frenquenzanstieg und andere Spielchen der dunklen Seite",0,0,0,0,0,0,0,0,0,0
2021-12-02,DLm1e1gjtT0,"Wie entstehen Realitäten? Wie entsteht das, was du siehst?",0,0,0,0,0,0,0,0,0,0
2021-12-02,kSD3vf6FSG4,Der Mensch - Technologie - Maschine -,0,0,0,0,0,0,0,0,0,0
2021-12-02,JpVi_N1-GUo,Bist du bereit für die Wahrheit über dich selbst?,0,0,0,0,0,0,0,0,0,0
