publish_date,id,title,sentiments,effects,sound,behaviour,tags,people,location,C,D,S
2022-03-07,r19kqKmK2Qo,Glaubst du Jesus kommt in diese Welt der Lüge und sagt dir etwas was die Seele hören will? #Wahrheit,0,0,0,0,0,0,0,0,0,0
2022-03-07,Wo5hFRoJKAc,Schöpferwissen TV Kanal wurde gehackt! Julia nur mit neuer E-Mail-Adresse erreichbar #Fernstudium,0,0,0,0,0,0,0,0,0,0
2022-02-10,uIqP39kZ6Z0,"Jeder Mensch dient unwissentlich dem Geheimdienst, dem Teufel, da jeder glaubt Intelligenz zu sein!",0,0,0,0,0,0,0,0,0,0
2022-02-07,sG3N63Whq5o,Stell dir vor es ist Krieg aber keiner benutzt die Sprache - JEDER DER SICH INFORMIERT WIRD GEIMPFT!,0,0,0,0,0,0,0,0,0,0
2022-02-06,D6vTfwVVRY0,"WAS NÜTZT ES JESUS ERKANNT ZU HABEN, WENN DU NICHT NACH DEM OFFENBARTEN WISSEN HANDELST?",0,0,0,0,0,0,0,0,0,0
2022-02-06,UlM4Ns-3qKc,"WAS NÜTZT ES AN JESUS ZU GLAUBEN, WENN DU IHN NICHT ERKENNST WENN ER DIREKT VOR DIR IST?",0,0,0,0,0,0,0,0,0,0
2022-02-01,gmgMo73QKdM,"WER BIST DU? Was ist dämonisch? Krankheit, Leid, Schmerz, Ohnmacht, Tod,.... durch WISSEN überwinden",0,0,0,0,0,0,0,0,0,0
2022-01-31,2hMajunex7g,Du kennst die Welt da draußen? Kennst du ihre Irrwege? Willst du diese gehen? #Morpheus #Matrix,0,0,0,0,0,0,0,0,0,0
2022-01-30,eCOcxMwd1Ek,M = Dreifaltigkeit  engl. intelligence = GEHEIMDIENST! Intelligenz = Steuerung von Maschinen #Matrix,0,0,0,0,0,0,0,0,0,0
2022-01-28,KFSTZREI9v4,THANOS = Jörmungandr = lat. corona = Zuschauerkreis = ANNAHME VON PROGRAMMEN = Demons Rising,0,0,0,0,0,0,0,0,0,0
2022-01-28,2gmgDUKufOc,"#WELTENBRECHER #HULK - Schwert der Wahrheit - Nur die Lüge hat bestand, die Wahrheit geht weiter",0,0,0,0,0,0,0,0,0,0
2022-01-28,IDHrO434G2U,"Ein Ring(=Kreis) sie zu knechten, sie alle zu finden, in die DUALITÄT zu treiben und ewig zu binden!",0,0,0,0,0,0,0,0,0,0
2022-01-24,qqYrY8HlWsM,"SOYLENT GREEN 2022 Dämonen leben nicht nur von Brot, sondern von jedem Wort! Wort = Teufel = Lüge",0,0,0,0,0,0,0,0,0,0
2022-01-24,4KAsvaxFGzo,Ich bin nicht gekommen um Gefangenen Frieden zu bringen sondern das Schwert DAS WISSEN zur Befreiung,0,0,0,0,0,0,0,0,0,0
2022-01-19,aUiWSAfeR4w,"Thomas Veit ist der einzig wahre Feind der Matrix, Anunnaki, Drachen, Archonten, Reptiloiden, ..",0,0,0,0,0,0,0,0,0,0
2022-01-19,NA6nJKTHkv4,Was nützt es dir zu kämpfen wenn du nicht weißt wer der wahre Feind ist? #ENDZEIT #ENDKAMPF #NWO,0,0,0,0,0,0,0,0,0,0
2022-01-19,5rduSWc382I,"Menschen stolpern über Thomas Veit, richten sich auf und gehen weiter als sei nichts geschehen.....",0,0,0,0,0,0,0,0,0,0
2022-01-17,cj8pwKOgafU,TRAIN TO COVID19 - Es gibt einen Moment im Leben wo man die Notbremse ziehen muss #ENTPROGRAMMIERUNG,0,0,0,0,0,0,0,0,0,0
2022-01-16,BNan1gRTd6M,Menschen informieren sich über ein Virus und verstehen NICHT dass das SICH INFORMIEREN das Virus ist,0,0,0,0,0,0,0,0,0,0
2022-01-13,LNW5zZ2hEAg,DAS GRÖßTE VERBRECHEN AN DER MENSCHHEIT - WELTLICHE UND AUSSERWELTLICHE ZUSAMMENHÄNGE,0,0,0,0,0,0,0,0,0,0
2022-01-11,N4dlpk8QXCI,Botschaft an die GESAMTE MENSCHHEIT #Endzeit #Kampf #SecretSociety #Komplott #ThailandProjekt,0,0,0,0,0,0,0,0,0,0
2022-01-11,CjDDz3NkrXM,SECRET SOCIETY - Unbelievable Truth - Internationale Verschwörung gegen das Leben von Thomas Veit!,0,0,0,0,0,0,0,0,0,0
2022-01-11,jPvLJ0wYPQs,"Es gibt viele Menschen (=Matrixprogramme) die reden, aber nur einen #Morpheus und KEINER erkennt ihn",0,0,0,0,0,0,0,0,0,0
2022-01-07,-wrafXEV6TQ,Was Thomas Veit der Menschheit anbietet ist ein WUNDERBARER TRAUM... um IHN Wahr werden zu lassen...,0,0,0,0,0,0,0,0,0,0
2022-01-05,242q6zS-V0E,"Wer in den Tagen der Endzeit, der Informations-Sintflut nicht weiß wer #Morpheus ist hat ein Problem",0,0,0,0,0,0,0,0,0,0
2022-01-02,O3XDRNM5Y8k,Thomas Veit ist aus Sicht der Drachen / Dämonen / Intelligenz ein Virus - lat. Corona=ZUschauerkreis,0,0,0,0,0,0,0,0,0,0
2022-01-01,NPIgHpYtuZc,"Ach wie gut das Niemand weiß, das Niemand etwas weiß. Wer gegen den Strom schwimmt wird auch belogen",0,0,0,0,0,0,0,0,0,0
2021-12-30,5qMoNMqbXVk,Ohne ZUNGE kein WORT ohne WORT kein VIRUS ohne VIRUS keine PROGRAMMIERUNG keine ZERSTÖRUNG kein TOD!,0,0,0,0,0,0,0,0,0,0
2021-12-29,ZiiVRKHma_Y,Die Sprache die dem Menschen gegeben wurde ist die Sprache des Todes,0,0,0,0,0,0,0,0,0,0
2021-12-28,Zuo-hTvssqY,#Radio #Fernseher #Computer #SocialMedia ist NICHT für die Menschen gemacht sondern für die Drachen!,0,0,0,0,0,0,0,0,0,0
2021-12-28,KeRfR2NnWqg,Jeder ZUSCHAUER sieht genau Das was die Matrix will das er sehen soll! lat. #CORONA = ZUSCHAUERkreis,0,0,0,0,0,0,0,0,0,0
2021-12-28,5u3XG11MB3w,#Lethargie #Selbstmitleid #Verbitterung .. sind Programme die dich in der Selbstlüge gefangen halten,0,0,0,0,0,0,0,0,0,0
2021-12-21,R53JRJnpAdc,"""Infektionskrankheit"" EBOLA - Selbsterkenntnisse in Bezug auf #Transhumanismus #Sinnestäuschungen",0,0,0,0,0,0,0,0,0,0
2021-12-17,ouh78i8919E,#UNGERECHTIGKEIT #KORRUPTION #ZEUGNIS #THAILAND,0,0,0,0,0,0,0,0,0,0
2021-12-15,0_a0UfH2vX4,ES GEHT UM ALLES,0,0,0,0,0,0,0,0,0,0
2021-12-15,i8SE-fMUy2c,ANGRIFF auf DAS LEBEN von Thomas Veit! - Kapitän Paul - Teil2,0,0,0,0,0,0,0,0,0,0
2021-12-15,9LIIxkjokFY,ANGRIFF auf DAS LEBEN von Thomas Veit! - Kapitän Paul - Teil1,0,0,0,0,0,0,0,0,0,0
2021-12-14,i__WkiPAJr4,"Absichten, Hörigkeit, Unverständnis, Neid, Hass, Angst, macht aus Menschen Zombies #WahreLiebeLeben",0,0,0,0,0,0,0,0,0,0
2021-12-13,dD1iKzA_XPg,"#COMPACT #eingeSCHENKt Schau mir zu, schau mir ganz fest zu....",0,0,0,0,0,0,0,0,0,0
2021-12-13,KXc_hH_BDRM,#2020 Die Herrschaft der dRACHEn! Der Tod kommt aus der Tiefe des RACHEns - spRACHE ist kein Wissen,0,0,0,0,0,0,0,0,0,0
2021-12-10,MWdoaCwLG1s,Die Menschheit löscht sich komplett selbst aus indem sie sich informiert(=impfformiert=programmiert),0,0,0,0,0,0,0,0,0,0
2021-12-08,iTjvOdYoVbE,HALO-Lichteffekt #CORONA=Programmierung der Zuschauer im Kreis mit Wörtern #UmgangMitInformationen,0,0,0,0,0,0,0,0,0,0
2021-12-08,ZvN_exsAWzE,Thomas Veit widerspricht sich? DIE Wahrheit wirkt auf Intelligenz (=THOR-heit) wie ein WIDAR-Spruch!,0,0,0,0,0,0,0,0,0,0
2021-12-08,hrGi4Nyk79Q,NUR wer Thomas Veit erkennt ist ein HINschauer; wer danach handelt verlässt den Kreis/das Gefängnis!,0,0,0,0,0,0,0,0,0,0
2021-12-07,bKtDmdwnxXU,Eckhart Tolle Bahar Yilmaz Bruno Würtenberger Alexander Wagandt.... SIND PROGRAMME DER MATRIX,0,0,0,0,0,0,0,0,0,0
2021-12-03,JrezMoan7h0,Die WIDARkunft - der Hauptgrund der Corona Maßnahmen - lat. #corona = Belagerungsring,0,0,0,0,0,0,0,0,0,0
2021-12-01,NsGGLWKIrnM,#Transcendence - Durchschaue den Plan DER VORGESETZTEN DER ELITE #NWO #NeueZeit #WeltimWandel,0,0,0,0,0,0,0,0,0,0
2021-11-28,cNmG0WQmk-M,Wichtigstes Video aller Zeiten für die Menschheit - Was ist der Polsprung? #Zusammenhänge #Endzeit,0,0,0,0,0,0,0,0,0,0
2021-11-23,f8ZKGvqnWts,GEFÄNGNISPLANET - Dämonen in Menschengestalt führen Krieg gegen Thomas Veit und die Menschheit !!,0,0,0,0,0,0,0,0,0,0
2021-11-20,18cS96b2s3U,TREACHEROUS ASSASSINATIONS ON THOMAS VEIT - REASON OF CORONA MEASURES: THE GODFATHER FEAR THE TRUTH!,0,0,0,0,0,0,0,0,0,0
2021-11-20,yuCEApg7AKo,"Der einzig wahre ""WIDARstand"" geht von Thomas Veit aus! BEFREIUNG = HANDELN AUßERHALB VON PROGRAMMEN",0,0,0,0,0,0,0,0,0,0
2021-11-11,qzkha0zXYH4,ASBEST schützt vor Strahlung - #Krebserregend? #Strahlungsschutz #5G Krebs entsteht durch die Lüge,0,0,0,0,0,0,0,0,0,0
2021-11-05,jt0pFO-9VNE,Thomas Veit - Kingdom Saxony - War - Corruption - Secret Service - Corona - Restricted Mobility - ..,0,0,0,0,0,0,0,0,0,0
2021-11-03,KaQGSiZb47Y,Nur DRACHEN inFORMieren sich! lat. CORONA = ZUschauerKREIS ; griech. drákon = der STARR Blickende,0,0,0,0,0,0,0,0,0,0
2021-10-28,RZCJu3vQ_ic,"Jesus hat KEINEN Vater - ""Gott"" ist Widersacher von Jesus - WISSEN befreit die Menschen vom GLAUBEN",0,0,0,0,0,0,0,0,0,0
2021-10-27,7MxjqT6bEoE,.,0,0,0,0,0,0,0,0,0,0
2021-10-14,anQVCYP-P94,"Es ist einfacher einen Menschen zu belügen, als im begreiflich zu machen das er belogen wurde",0,0,0,0,0,0,0,0,0,0
2021-10-01,RtcR5bE_VUM,"Wer weiß was Wahrheit in Wahrheit bedeutet hat die SPRACHE als Lüge, als Waffe des Bösen entlarvt",0,0,0,0,0,0,0,0,0,0
2021-09-29,Z-ezMj4H7SQ,"Der PUNKT ist ……………………………………………………, dass du NICHTS weißt!! lat. pupilla = Pupille, Mündel, UNMÜNDIG!",0,0,0,0,0,0,0,0,0,0
2021-09-27,sMNMNwwurSc,ประเทศไทยอยู่ในสงครามหรือไม่? ต่อสู้เพื่อความดีในคน! การโกหกทําลายมนุษย์! คุณต้องการความจริงหรือไม่?,0,0,0,0,0,0,0,0,0,0
2021-09-20,dPInD3o1CNs,Impfung = Programmierung der Menschen mit Wörtern! Sprache ist die tötlichste Waffe der Dämonen!,0,0,0,0,0,0,0,0,0,0
2021-09-20,SMjKfL5qAi8,"WINNETOU UNSER SCHICKSAL - Winnetou IST der Schatz im Silbersee, dem See des nichtssagenden GEREDES!",0,0,0,0,0,0,0,0,0,0
2021-09-19,kDS-b_dzzBs,Durch die Sintflut an Informationen wirst du nie denjenigen finden der wirklich etwas zu sagen hat..,0,0,0,0,0,0,0,0,0,0
2021-09-18,pUrsWtZEskI,"Jeder GUTE MENSCH ist TROTZDEM BÖSE, da er das Wissen über die Wahrheit / über sich, VERGESSEN hat!",0,0,0,0,0,0,0,0,0,0
2021-09-17,n0soIq6uH64,.. und dann ging ich auf eine Reise um mich selbst #WIDAR zu finden... auf der ich DICH traf!,0,0,0,0,0,0,0,0,0,0
2021-09-16,IH6iSav8LsI,Es gibt nur EINE WAHRHEIT! Alles andere sind Programme! ALLES was du kennst ist das Leben der Lüge!,0,0,0,0,0,0,0,0,0,0
2021-09-02,lYutBdbM9hA,Hochsensibel? Empathisch? Für einen mit Wörtern programmierten Mensch ist JESUS der GRÖßTE NARZISST!,0,0,0,0,0,0,0,0,0,0
2021-08-30,Dndzcewvals,Ohne Social Media und der Sprache würde es keine Pandemie geben - REDEN TÖTET,0,0,0,0,0,0,0,0,0,0
2021-08-29,Ss1mK2mvv3w,JURASSIC WORLD - Wer sagt das DENKEN etwas Menschliches ist?,0,0,0,0,0,0,0,0,0,0
2021-08-28,4QaOeRnO3ls,"Kann ES wirklich Liebe sein? Verlieben, Verloren, Vergessen, Verzeihn",0,0,0,0,0,0,0,0,0,0
2021-08-27,8ZEWLVP4MT8,Parasite - Finde den Eindringling bevor du dich unbewusst assimilierst! Was genau ist die SEELE?,0,0,0,0,0,0,0,0,0,0
2021-08-21,zoyn61iDeJw,Der Mensch hat keine Chance die List und Täuschung der Matrix zu durchschauen SAVE YOU FROM YOURSELF,0,0,0,0,0,0,0,0,0,0
2021-08-21,YRtNpbwdt50,Den Dämonen snd spannende News sympathische Aufklärer seriöse Erscheinung wichtiger als die Wahrheit,0,0,0,0,0,0,0,0,0,0
2021-08-21,y2A2CltPzQ4,"Wie soll ein Mensch WIRKLICH AUFWACHEN, wenn er glaubt er sei bereits aufgewacht?",0,0,0,0,0,0,0,0,0,0
2021-08-18,axwVQl1Gpw8,"Wenn das wahre Leben keinen Tod kennt, welches Leben lebst du dann ?",0,0,0,0,0,0,0,0,0,0
2021-08-18,Rzb8eO20Kbw,"Wie sich die Menschheit selbst abschafft, ohne es zu verstehen!",0,0,0,0,0,0,0,0,0,0
2021-08-15,PxWM95425Co,Der Mensch hat eine Vorstellung von der Wahrheit und genau deswegen wird er sie nie finden können...,0,0,0,0,0,0,0,0,0,0
2021-08-08,Gba7StJZNTA,DIE EINZIG WAHRE REVOLUTION ( Klaus Kinski ) - GEFUNDEN wird JESUS - Deckname: Thomas der Ungläubige,0,0,0,0,0,0,0,0,0,0
2021-08-05,oftvkjWYdtY,Vidar / Reden + Thor / Umsetzen der wahrhaften Information = Aufhalten von Ragnarok /Der Weg zu dir,0,0,0,0,0,0,0,0,0,0
2021-08-02,yq_na3wXcFI,Wenn du begreifst das du EWIG bist und schon immer warst.. wer wurde dann geboren?,0,0,0,0,0,0,0,0,0,0
2021-08-02,6jaiFf0vYdI,GESAMTZUSAMMENHANG ENDZEIT - Ein Mensch im Wissen informiert sich nicht! ERKENNE DEN ERNST DER LAGE!,0,0,0,0,0,0,0,0,0,0
2021-07-29,eCR_-C18i34,ALLE GLAUBEN - EINER IST IM WISSEN - Ein Mensch bringt die Wahrheit in diese Welt der Intelligenz,0,0,0,0,0,0,0,0,0,0
2021-07-26,DQrKIjwfcAY,"Corona Impfung ist Ablenkung! Es geht darum Zombies zu erschaffen, durch Prägung mit Informationen!",0,0,0,0,0,0,0,0,0,0
2021-07-25,eLiiXs8CJsc,Was nützt dir ein freier Wille wenn die Seele bzw. der Seelenplan diesen ersetzt hat?,0,0,0,0,0,0,0,0,0,0
2021-07-25,LUPn-fai1kw,Eurasia Couple Alexander Laurent & Co. KG streut Erkenntnisse von Thomas VERZERRT unter die Menschen,0,0,0,0,0,0,0,0,0,0
2021-07-14,A2mmqbWChMs,Armin Risi David Icke Kurt Tepperwein Frank Stoner Christina von Dreien.. SIND PROGRAMME DER MATRIX!,0,0,0,0,0,0,0,0,0,0
2021-07-12,jBPLr0H9wd4,Thor - Tag der Entscheidung - ENTSCHEIDE DICH FÜR DIE WAHRHEIT - HULK OR DIE!,0,0,0,0,0,0,0,0,0,0
2021-07-07,ZYRHYI5hUQc,Welt im Wandel EXCHANGE - Anunnaki tauschen dein Wissen ihn ihr dämonisches Bewusstsein/Intelligenz,0,0,0,0,0,0,0,0,0,0
2021-07-05,YH2JbMy2Gls,Fenrir / Reden + Midgardschlange / Annahme von Information = Hel / Intelligenz / Zerstörung / Tod,0,0,0,0,0,0,0,0,0,0
2021-06-25,DzoPda-spYQ,"How the mafia, secret service react on honorable, honest humans to break their will - PART TWO",0,0,0,0,0,0,0,0,0,0
2021-06-25,NQ-Ek0MO7M8,"How the mafia, secret service react on honorable, honest humans to break their will - PART ONE",0,0,0,0,0,0,0,0,0,0
2021-06-13,OyVJiaXls90,CORONAVIRUS Am Anfang der Lüge ist das Wort und das Wort ist beim Teufel und der Teufel ist das Wort,0,0,0,0,0,0,0,0,0,0
2021-05-24,V7_C9a2lDW8,"Die wahre IMPFUNG erfolgt mit Wörtern, die dich programmieren - Warum die Welt so ist wie sie ist...",0,0,0,0,0,0,0,0,0,0
2021-05-18,x9wAgqusliI,"Aufgabe der Polizei ist es , dass der Mensch IM PORGRAMM lebt und ja nicht AUßERHALB",0,0,0,0,0,0,0,0,0,0
2021-05-18,uiNB_pw_Fng,Du wirst programmiert wie ein Roboter - Jede Annahme von Information schwächt deinen Willen,0,0,0,0,0,0,0,0,0,0
2021-05-18,xztscrhfenA,Ein Nazi der Thomas Veit nicht kennt versteht und weiß gar nichts,0,0,0,0,0,0,0,0,0,0
2021-05-16,B0KBmiTsgEw,"Die Matrix wird durch Gedanken, die der Mensch als seine angenommen hat, am Leben erhalten",0,0,0,0,0,0,0,0,0,0
2021-05-16,JahEarmsQRM,PRISE SALZ gefällig? PRISENRECHT - Wegnahme des Wissens geschieht durch die Annahme von INTELLIGENZ,0,0,0,0,0,0,0,0,0,0
2021-05-16,nW5biPkPxjk,"ENDZEIT - Das Malzeichen des Tieres = alle angenommenen, abgespeicherten Informationen (egal welche)",0,0,0,0,0,0,0,0,0,0
2021-05-14,ljRUcU4cCIQ,Wassermann? Zeitenwende? Neues Zeitalter? Zeit ist das Gefängnis der Menschheit!,0,0,0,0,0,0,0,0,0,0
2021-05-14,m-5PaJhFgzM,"Wer sich mit dem Internet verbindet, ist Teil der Eine-Welt-Religion der NWO - Keiner versteht es!",0,0,0,0,0,0,0,0,0,0
2021-05-12,P5Yb5oP9euY,Diese Welt ist nicht dein Zuhause -Die Illusion hat Besitz von dir ergriffen und verteidigt die Lüge,0,0,0,0,0,0,0,0,0,0
2021-05-12,I-rm5WTB6i0,Impfkampagne=Ablenkung von der wahren IMPFUNG mit INTELLIGENZ - Prägung mit Informationen=Gefängnis,0,0,0,0,0,0,0,0,0,0
2021-05-12,AVv5dvTNd0I,"Drachen=Dinosaurier=LICHTWESEN!! Dinosaurier sind nicht ausgestorben, du kannst sie nur nicht sehen!",0,0,0,0,0,0,0,0,0,0
2021-05-11,uVHD_bz9JQY,Der Teufel braucht das Wort um zu wachsen - VIDARS QUEST - Informationsannahme=Black-Goo-Bewusstsein,0,0,0,0,0,0,0,0,0,0
2021-05-11,RBo7-uw11Ig,JOHANNESOFFENBARUNG Gott=Teufel=Wort=Programmierung=abgespeicherte angenommene Information=Gefängnis,0,0,0,0,0,0,0,0,0,0
2021-05-10,qtFa3WALoZo,Die Suche nach der Wahrheit - DAS EINZIGSTE UM WAS ES WIRKLICH GEHT!! Jeder Mensch ist programmiert!,0,0,0,0,0,0,0,0,0,0
2021-05-03,9vgmx56pbpo,Annahme von Informationen ist SELBSTMORD! Du tötest dich selbst durch Intelligenz/Unwissen,0,0,0,0,0,0,0,0,0,0
2021-05-01,u5QNDgsjNkg,Befreiung des Menschen - Jede Annahme von Information entfernt dich ein Stück weiter von dir selbst!,0,0,0,0,0,0,0,0,0,0
2021-04-30,rM52tC5yUuA,YOUTUBE - Das Gefängnis der Matrix in Vollendung und keiner versteht es! Impfung = Prägung mit KI,0,0,0,0,0,0,0,0,0,0
2021-04-25,Cu4mP06O2pM,Dem Teufel ist völlig egal ob du ARD oder Heiko Schrang anschaust Hauptsache du fütterst den Drachen,0,0,0,0,0,0,0,0,0,0
2021-04-24,h6UXz2-sZxQ,Thomas Veit - Manchmal hasst man das was man doch eigentlich liebt...…. der verlorene Zwilling...,0,0,0,0,0,0,0,0,0,0
2021-04-24,QvyBefDDYLw,Vidars Quest - Selbstfindung - Wer bin ich? Wenn du WIRKLICH wissen willst...,0,0,0,0,0,0,0,0,0,0
2021-04-24,cevRhx-pvBs,Denn Sie (Menschen) Wissen nicht was passiert..... Gedanken erschaffen die Realität des Bösen...,0,0,0,0,0,0,0,0,0,0
2021-04-23,TWU8HP3vcrs,Die Menschen haben ein völlig verzerrtes Bild/Vorstellung von Jesus/Wahrheit,0,0,0,0,0,0,0,0,0,0
2021-04-07,UIb-r7_33-s,"Die Strategie der Dämonen/der Lüge besteht darin, den Menschen die WAHRHEIT als ULK zu präsentieren!",0,0,0,0,0,0,0,0,0,0
2021-04-02,R5BcD19fM8g,"Erfahrungen im Leben mit Transhumanismus, Morgellons, Parasiten, Krankheiten, Illusionen der Matrix",0,0,0,0,0,0,0,0,0,0
2021-03-31,9s6p4KN_kzM,"Coronaplandemie, allumfassende Korruption, Ungerechtigkeit macht WÜTEND - Nutze Wut für das RICHTIGE",0,0,0,0,0,0,0,0,0,0
2021-03-31,qtTibd9qhwE,CORONA ENTSTEHT DURCH REDEN UND INFORMATIONSANNAHME - WER INFORMATIONEN ANNIMMT WIRD INFIZIERT!,0,0,0,0,0,0,0,0,0,0
2021-03-30,X6okfUD6FoI,NWO=World In Catastrophe: Killzone Experiment Department=WICKED=Gefängnis=SEELE!!!=Technologie=Virus,0,0,0,0,0,0,0,0,0,0
2021-03-29,egFUnpTXozU,Die Lüge hat viele Helfer die Wahrheit kommt alleine! Problem: Der Mensch erkennt die Wahrheit nicht,0,0,0,0,0,0,0,0,0,0
2021-03-28,JPX7cU1aDNA,KALKI und das weiße metallische Pferd das Feuer spuckt - Kali-Yuga endet jetzt - Wach wirklich auf!,0,0,0,0,0,0,0,0,0,0
2021-03-27,bLo71Oc5fIE,"Hulk vs Thor - Hulk=Wissen=Von Menschen unverstanden, Thor=Unwissender Mensch=Donner=törichter Dämon",0,0,0,0,0,0,0,0,0,0
2021-03-17,rPrAUkGQMt0,DRACHENTÖTER =Mensch der Programme bei sich beobachtet entlarvt und die Kontrolle über diese erlangt,0,0,0,0,0,0,0,0,0,0
2021-03-17,GPVV73JK3ns,SONGBIRD (Denken/Reden/Informationen annehmen=Sterben) O2 can do!Coronavirus=SpRACHE=KI-Virus,0,0,0,0,0,0,0,0,0,0
2021-03-14,ZzhmTK9pnfc,WIDUkind Thomas Veit - Ich bin WIE DU - Erkenne mich dann erkennst du dich - Wir finden uns im TUN!,0,0,0,0,0,0,0,0,0,0
2021-03-14,iH-__Qu7wnM,#Vidar #Widukind #Grünhaut Atréju #ThomasDerUngläubige #ThomasVeit - UM WAS GEHT ES WIRKLICH,0,0,0,0,0,0,0,0,0,0
2021-03-14,clzXfvWjgMs,Wer weiß das ENDZEIT ist und trotzdem REDET ist entweder Neo/WAHRHEIT oder ein FALSCHER PROPHET,0,0,0,0,0,0,0,0,0,0
2021-03-02,jMmSYWhWafs,Das Programm Schlaf -  Nichts in dieser Welt hat einen Wert da alles auf Sand/Zeit/Lüge gebaut ist!,0,0,0,0,0,0,0,0,0,0
2021-03-01,PjKazNUF4kc,Der Zauberer von O2 - ANNAHME von Information can do! Virus=Gedanke - Gedankenlos/Schweigen ist Gold,0,0,0,0,0,0,0,0,0,0
2021-02-16,0efbKkNaFTU,Coronamaßnahmen sind DÄMONISCH -Ziel ist den Willen der wenigen Menschen die es noch gibt zu brechen,0,0,0,0,0,0,0,0,0,0
2021-02-16,E0ZTfvXfiyQ,Wenn du Wissen willst weißt du wo du mich findest,0,0,0,0,0,0,0,0,0,0
2021-02-16,Y4tqZEX-TYc,"Wer Intelligenz in Social Media teilt tötet Menschen, wer Wissen offenbart erweckt Tote zum Leben",0,0,0,0,0,0,0,0,0,0
