Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,giantcomponent
1186,schöpfers,4,0.470965,0.482497,0,1,0
1187,frühstück,7,0.313249,0.321655,0,15,0
1188,beinhalten,5,0.340812,0.35,13.474278,9,0
1189,wachsen,1,1,1,0,2391,25
1190,resultiert,4,0.47306,0.483716,0,0,0
1191,ego,6,0.414639,0.434847,0,15,0
1192,regie,7,0.311358,0.319274,0,15,0
1193,schöpferkraft,7,0.310078,0.317964,0,14,0
1194,anschauen,4,0.467742,0.480059,49.832645,1,0
1195,botschaft,4,0.469809,0.480233,0,0,0
1196,bisschen,1,1,1,0,72,26
1197,hoffnung,7,0.313801,0.32202,0,14,0
1198,lucky,4,0.471196,0.481975,0,0,0
1199,parasiten,4,0.474232,0.484587,0,0,0
1200,aufnehmen,7,0.296476,0.304193,1959,15,0
1201,koh,7,0.300983,0.308296,0,11,0
1202,schütteln,4,0.469348,0.481627,449.234172,9,0
1203,prägen,6,0.357599,0.374073,0,15,0
1204,definieren,5,0.339964,0.348763,7.590059,9,0
1205,stärkste,6,0.334871,0.346956,0,15,0
1206,technokratisch,5,0.367229,0.382045,53.464474,9,0
1207,fallen,5,0.362912,0.377342,3.659938,0,0
1208,genauen,4,0.475646,0.486329,0,0,0
1209,höher,6,0.420601,0.4404,0,5,0
1210,konfrontieren,4,0.476119,0.486329,0,0,0
1211,ort,4,0.471893,0.481801,0,0,0
1212,personen,5,0.334732,0.343016,6.335252,9,0
1213,persönlich,8,0.231078,0.234984,0,5,0
1214,toll,5,0.368786,0.385092,22.722273,0,0
1215,unbedingt,5,0.353789,0.367241,13.523829,0,0
1216,verhelfen,4,0.467057,0.479188,4.812897,0,0
1217,zerstören,5,0.339121,0.348084,9.885221,9,0
1218,zugänglich,5,0.41179,0.433159,207.930298,9,0
1219,mittels,5,0.335201,0.343713,11.06551,9,0
1220,vater,5,0.368077,0.384134,23.351199,9,0
1221,grossartig,5,0.368219,0.383699,21.149594,0,0
1222,email,6,0.309392,0.316896,0,6,0
1223,stattfinden,5,0.34838,0.360275,32.058086,9,0
1224,ä,5,0.342642,0.351567,6.076522,9,0
1225,lösen,5,0.346865,0.357645,0.971125,0,0
1226,blablabla,5,0.346991,0.358168,7.149585,0,0
1227,teppich,7,0.293633,0.301277,0,8,0
1228,buches,6,0.356234,0.3729,0,15,0
1229,loch,7,0.249523,0.255083,0,10,0
1230,bilden,8,0.23853,0.242491,0,28,0
1231,fühlen,5,0.339844,0.348694,12.798246,9,0
1232,live,5,0.337447,0.346412,9.24412,9,0
1233,steht,7,0.294074,0.301472,0,5,0
1234,waffe,5,0.329092,0.335179,4.391456,9,0
1235,aufs,4,0.468658,0.479363,0,0,0
1236,with,4,0.472826,0.483194,0.219284,3,0
1237,tür,5,0.427805,0.447788,225.379084,9,0
1238,usa,5,0.334382,0.342407,4.387567,9,0
1239,widerstand,5,0.366246,0.381958,3.469533,0,0
1240,einhundert,5,0.359639,0.373163,125.835911,3,0
1241,untereinander,7,0.315722,0.324605,0,5,0
1242,verkörperung,5,0.357757,0.371682,5.099649,0,0
1243,äussern,0,0,0,0,22,27
1244,wächst,5,0.347621,0.358603,0,0,0
1245,dreissig,5,0.36737,0.383002,15.08114,9,0
1246,mission,7,0.310569,0.319069,0,10,0
1247,meer,6,0.414376,0.434422,0,15,0
1248,belogen,6,0.415078,0.435145,1779.182712,15,0
1249,liest,6,0.414376,0.434422,0,15,0
1250,unglaublich,6,0.414376,0.434422,0,15,0
1251,verlegen,6,0.414376,0.434422,0,15,0
1252,kindesbeinen,3,0.469578,0.480146,41.154875,0,0
1253,dummheit,4,0.473997,0.484413,0,0,0
1254,gefallen,6,0.414376,0.434422,0,15,0
1255,ausschliesslich,4,0.47306,0.483716,0,0,0
1256,ferne,6,0.414376,0.434422,0,15,0
1257,schwingung,6,0.41499,0.435357,0.064259,5,0
1258,haar,6,0.418535,0.438274,0,15,0
1259,möglichkeiten,6,0.421868,0.441361,0,15,0
1260,vergangenheit,5,0.330228,0.336834,5.357851,9,0
1261,ausgeben,6,0.415078,0.435272,0,15,0
1262,bieten,6,0.364042,0.382466,0,6,0
1263,einholen,0,0,0,0,23,28
1264,halle,7,0.320733,0.330234,0,15,0
1265,arabia,5,0.385576,0.403553,0.177219,1,0
1266,hellsichtigkeit,1,1,1,0,745,29
1267,transportiert,6,0.415254,0.4354,0,15,0
1268,jung,4,0.465467,0.476924,0.833333,0,0
1269,verlassen,6,0.355975,0.372645,8.103968,32,0
1270,installieren,5,0.354182,0.367067,38.93272,9,0
1271,wesentlich,4,0.471196,0.481975,0,1,0
1272,methode,4,0.466829,0.477621,0,0,0
1273,dunkle,5,0.333682,0.342059,12.812185,9,0
1274,vorlesen,7,0.314052,0.322267,0.097619,6,0
1275,abbild,5,0.331371,0.338401,13.006423,9,0
1276,augenhöhe,5,0.331946,0.339011,9.749635,9,0
1277,begreiflich,0,0,0,0,24,30
1278,bewahren,6,0.416755,0.437015,0,6,0
1279,bio,5,0.426471,0.444479,0.026316,0,0
1280,demut,4,0.471429,0.481452,0,0,0
1281,dunklen,6,0.371001,0.390629,0,5,0
1282,eier,4,0.475883,0.488245,584.296088,9,0
1283,fremd,7,0.312201,0.320609,0,6,0
1284,glücklich,7,0.310323,0.31816,0,15,0
1285,grundlegend,6,0.41543,0.43574,0.359072,15,0
1286,kippen,5,0.338163,0.347109,6.089676,9,0
1287,streiten,6,0.415166,0.435527,0,3,0
1288,unterhalten,7,0.30066,0.307862,0,3,0
1289,wobei,7,0.29576,0.303202,0,15,0
1290,than,6,0.415166,0.435357,0,15,0
1291,akzeptieren,5,0.336972,0.34528,7.170435,9,0
1292,musst,6,0.416667,0.436973,0,6,0
1293,arm,4,0.471661,0.482672,0,0,0
1294,teilhaben,6,0.414552,0.434762,0,15,0
1295,liebern,1,1,1,0,174,31
1296,inner,6,0.34863,0.363997,0,5,0
1297,bild,6,0.414376,0.434422,0,15,0
1298,off,5,0.339603,0.348415,7.913159,9,0
1299,body,6,0.347333,0.362432,0,6,0
1300,many,7,0.316384,0.325456,0.110293,8,0
1301,implantate,5,0.380215,0.398067,1.403813,2,0
1302,existenen,6,0.415254,0.435612,1959,2,0
1303,gröss,6,0.420962,0.44091,0,15,0
1304,umgebung,6,0.414376,0.434422,0,15,0
1305,abzugeben,6,0.414727,0.435102,0.238095,6,0
1306,bitte,6,0.414376,0.434422,0,15,0
1307,existiert,6,0.415518,0.435697,0,15,0
1308,wasser,6,0.421234,0.441063,0,6,0
1309,kostenfrei,6,0.415606,0.43574,0,15,0
1310,wusste,5,0.368928,0.384047,1.276327,5,0
1311,meditation,6,0.331754,0.343469,0,5,0
1312,follow,6,0.416401,0.436573,0,3,0
1313,happy,7,0.318389,0.327513,0,5,0
1314,seitdem,4,0.472593,0.483368,0,1,0
1315,verbracht,4,0.474467,0.487896,545.935641,9,0
1316,de,6,0.369881,0.389864,5.829297,5,0
1317,davoren,7,0.298008,0.305392,0,10,0
1318,explizit,7,0.301214,0.308993,0,12,0
1319,gesellschaft,4,0.470501,0.482149,0.648696,0,0
1320,dagegen,4,0.466602,0.477447,0,0,0
1321,richten,6,0.41988,0.439762,0,5,0
1322,boot,4,0.472826,0.483891,0.375172,0,0
1323,schlagen,6,0.41988,0.439762,0,5,0
1324,titel,6,0.368352,0.387781,0,5,0
1325,computer,5,0.439596,0.456235,0,0,0
1326,spenden,6,0.368352,0.387781,0,5,0
1327,nachzudenken,0,0,0,0,25,32
1328,reptiloiden,4,0.467742,0.479363,3.183154,0,0
1329,fleisch,7,0.314657,0.322632,0,5,0
1330,händen,7,0.30205,0.309384,0,15,0
1331,bürger,6,0.322262,0.332032,0,10,0
1332,unsterblich,7,0.313901,0.322598,0,15,0
1333,stellt,7,0.311953,0.320047,0,15,0
1334,einfluss,5,0.339603,0.348415,8.543325,9,0
1335,einzige,5,0.368502,0.383786,1.317806,4,0
1336,geschichten,6,0.417554,0.437568,0,5,0
1337,prozedur,6,0.337349,0.350196,0,5,0
1338,systeme,6,0.324718,0.335162,0,15,0
1339,sowieso,5,0.340327,0.348607,4.526309,9,0
1340,unzählige,7,0.316129,0.325098,0,5,0
1341,senden,7,0.293457,0.300979,0,2,0
1342,herausforderung,6,0.415342,0.435697,0,15,0
1343,schlechthin,6,0.418446,0.438631,0,6,0
1344,trick,6,0.316282,0.324864,0,15,0
1345,end,0,0,0,0,26,33
1346,herr,5,0.342642,0.35216,8.764335,9,0
1347,niveau,7,0.293457,0.301413,3917,13,0
1348,formulieren,6,0.414552,0.434762,0,8,0
1349,möchte,7,0.303688,0.310974,0,8,0
1350,aufbringen,7,0.332203,0.345183,33.454906,12,0
1351,gebrauchen,6,0.415871,0.436207,0,3,0
1352,dienen,7,0.268236,0.275695,0,0,0
1353,integrieren,0,0,0,0,28,34
1354,versprechen,9,0.187578,0.190435,0,31,0
1355,durchführen,7,0.310569,0.319069,0,10,0
1356,methoden,6,0.42042,0.440442,0,5,0
1357,heidi,5,0.39759,0.416005,0,0,0
1358,darwin,6,0.41649,0.43676,0,15,0
1359,geburt,6,0.415606,0.43574,0,15,0
1360,vollkommenheit,6,0.416755,0.436446,0,15,0
1361,alsoen,6,0.414376,0.434422,0,15,0
1362,beherrscht,6,0.414376,0.434422,0,15,0
1363,bestimmen,6,0.421868,0.441361,0,15,0
1364,darstellen,4,0.46592,0.477621,0.888889,0,0
1365,erhalten,6,0.416224,0.436335,0,15,0
1366,fasen,6,0.414376,0.434422,0,15,0
1367,irgendwo,6,0.416136,0.436293,0,6,0
1368,natur,6,0.414376,0.434422,0,15,0
1369,näh,6,0.416224,0.436335,0,15,0
1370,ständig,7,0.252773,0.258251,0,3,0
1371,tanzen,5,0.349909,0.361755,5.072905,8,0
1372,eifersucht,7,0.311804,0.32009,0.628062,15,0
1373,family,4,0.470039,0.480408,0.47772,3,0
1374,gern,6,0.351822,0.367891,0,15,0
1375,aufpassen,5,0.347242,0.35775,0.038462,1,0
1376,reinziehen,6,0.32147,0.330706,0,14,0
1377,gewollt,1,1,1,0,1218,35
1378,ära,4,0.365546,0.37992,0.790807,1,0
1379,aufgeben,6,0.414727,0.434932,0,6,0
1380,militär,7,0.295983,0.303445,0,10,0
1381,negativ,6,0.357599,0.374073,0,15,0
1382,blockiert,6,0.357599,0.374073,0,15,0
1383,grün,7,0.295314,0.303156,0,10,0
1384,fressen,6,0.416136,0.436463,0,15,0
1385,jemanden,6,0.368352,0.387781,0,5,0
1386,vorwissen,6,0.368352,0.387781,0,5,0
1387,herausfinden,6,0.41988,0.439762,0,5,0
1388,lass,4,0.471661,0.481975,0,0,0
1389,herzlichen,6,0.42024,0.440272,4.252453,10,0
1390,ding,7,0.309051,0.317547,26.787085,10,0
1391,house,6,0.414815,0.435187,1.116667,15,0
1392,next,6,0.316537,0.324609,0,6,0
1393,night,6,0.322262,0.332032,0,10,0
1394,stärk,7,0.311358,0.31924,0,15,0
1395,umsetzen,6,0.414727,0.434932,0,15,0
1396,erkrankung,6,0.352138,0.368486,0,15,0
1397,tust,4,0.390931,0.40883,142.607494,8,0
1398,wahrnehmen,5,0.418818,0.436991,0,2,0
1399,massen,6,0.414552,0.434932,0.125,6,0
1400,abgeschnitten,6,0.337989,0.351088,0,5,0
1401,funktioniert,6,0.328198,0.339252,0,15,0
1402,intuitive,7,0.307499,0.315481,0,5,0
1403,präsentiere,1,1,1,0,30,36
1404,vertrauen,7,0.29742,0.304942,0,15,0
1405,wirken,7,0.293106,0.300596,0,30,0
1406,kommst,1,1,1,0,237,37
1407,wunder,6,0.416933,0.437185,0,10,0
1408,may,6,0.355846,0.372304,0,15,0
1409,wahnsinn,6,0.316282,0.324864,0,15,0
1410,untersuchen,6,0.330244,0.341097,0,15,0
1411,angefangen,7,0.310274,0.318032,0,14,0
1412,tipps,6,0.313249,0.321241,0,10,0
1413,witzig,7,0.309832,0.317785,0,15,0
1414,rot,7,0.308419,0.316195,0,3,0
1415,analyse,7,0.314657,0.323789,0,8,0
1416,bringt,6,0.361091,0.378895,0,3,0
1417,quellen,4,0.469578,0.481104,0.87966,0,0
1418,zeug,5,0.426471,0.444741,0,3,0
1419,ausgabe,4,0.466829,0.477621,0,0,0
1420,hafen,4,0.470501,0.480756,0,0,0
1421,hindern,6,0.415606,0.43574,0,15,0
1422,interessiert,6,0.415695,0.435995,114.698925,10,0
1423,iran,6,0.415871,0.436207,4.283333,15,0
1424,befassen,6,0.414376,0.434422,0,15,0
1425,viert,6,0.414376,0.434422,0,15,0
1426,nachdenken,6,0.415871,0.435782,0,15,0
1427,hose,6,0.41988,0.439762,0,5,0
1428,beinen,6,0.414376,0.434422,0,15,0
1429,geschwindigkeit,4,0.470039,0.480408,0,0,0
1430,ideen,4,0.4682,0.479363,0,1,0
1431,realitätsgestaltung,6,0.414376,0.434422,0,15,0
1432,stärke,6,0.414639,0.435017,506.078899,3,0
1433,einfachheit,6,0.414376,0.434422,0,15,0
1434,eltern,4,0.468658,0.479014,0,0,0
1435,konsequenz,6,0.416933,0.437228,0,6,0
1436,stoffe,6,0.417732,0.437951,0,15,0
1437,gespielt,6,0.415606,0.43574,0,15,0
1438,unendlichkeit,6,0.416578,0.436675,0,15,0
1439,fahrzeug,6,0.414376,0.434422,0,15,0
1440,hält,6,0.415078,0.435272,0,14,0
1441,wiesoen,6,0.420962,0.44091,0,5,0
1442,siebenundsechzig,6,0.352201,0.368639,0,6,0
1443,hollywood,6,0.352201,0.368639,0,6,0
1444,sachen,6,0.309148,0.316964,0,6,0
1445,sucht,7,0.306633,0.314656,0,10,0
1446,tausend,7,0.29576,0.303032,0,31,0
1447,wiederum,1,1,1,0,1555,38
1448,werkzeugen,7,0.266087,0.273115,0,22,0
1449,hinzuschauen,7,0.300061,0.307726,0,6,0
1450,themen,6,0.414376,0.434422,0,15,0
1451,zeitraum,7,0.303359,0.310745,0,15,0
1452,abziehen,4,0.470039,0.481801,0.019608,0,0
1453,sei,4,0.468888,0.479885,0,1,0
1454,araber,4,0.467285,0.478666,0.299423,0,0
1455,kleinen,6,0.416755,0.436446,0,15,0
1456,mühe,6,0.415695,0.436037,0,15,0
1457,branche,6,0.414727,0.434932,0,15,0
1458,geschafft,6,0.41988,0.439762,0,5,0
1459,gast,6,0.368352,0.387781,0,5,0
1460,hi,6,0.41988,0.439762,0,5,0
1461,interessant,6,0.368352,0.387781,0,5,0
1462,runter,6,0.34501,0.359532,0,15,0
1463,qualität,6,0.415078,0.435442,1.118687,15,0
1464,hypnose,6,0.315011,0.323639,0,15,0
1465,höh,6,0.352645,0.369328,0,12,0
1466,bereichen,7,0.312201,0.320609,0,6,0
1467,freimaurer,4,0.465693,0.477099,0.04,0,0
1468,sex,6,0.415166,0.435357,0,8,0
1469,intuitives,7,0.296476,0.304052,0,12,0
1470,kette,6,0.322421,0.332457,1.604167,12,0
1471,loben,7,0.303171,0.310728,0.4,5,0
1472,obama,6,0.337233,0.349855,0,5,0
1473,ergebnisse,4,0.4682,0.479014,0,0,0
1474,manfred,6,0.418356,0.438274,0,15,0
1475,zuschauer,6,0.415518,0.435867,0,8,0
1476,farbe,4,0.472593,0.48302,0,3,0
1477,produkt,6,0.416667,0.436973,0,6,0
1478,bloss,6,0.316282,0.324864,0,15,0
1479,nutzen,6,0.330244,0.341097,0,15,0
1480,sobald,5,0.360588,0.374382,6.341189,3,0
1481,verbindung,6,0.31255,0.320901,0,5,0
1482,weide,1,1,1,0,30,36
1483,seeln,7,0.315722,0.324605,0,5,0
1484,motor,0,0,0,0,31,39
1485,einhergeht,7,0.268236,0.275695,0,0,0
1486,niemanden,7,0.311804,0.320073,0.076923,5,0
1487,erklärung,7,0.296835,0.304406,0,12,0
1488,überleitung,8,0.206034,0.209495,0,31,0
1489,cetera,6,0.414376,0.434422,0,15,0
1490,unterstützen,6,0.414376,0.434422,0,15,0
1491,immerhin,6,0.414376,0.434422,0,15,0
1492,schieben,6,0.416755,0.436446,0,15,0
1493,dv,6,0.41649,0.436548,1959,5,0
1494,wilson,4,0.472826,0.483194,0,0,0
1495,biologie,6,0.414376,0.434422,0,15,0
1496,drum,6,0.414376,0.434422,0,15,0
1497,anzuschauen,6,0.42015,0.440187,0,6,0
1498,agent,6,0.415078,0.435442,0.185673,5,0
1499,projektes,6,0.414376,0.434422,0,15,0
1500,annunaki,6,0.414376,0.434422,0,15,0
1501,spiritualität,6,0.414376,0.434422,0,15,0
1502,wählen,6,0.414376,0.434422,0,15,0
1503,explain,4,0.467742,0.478666,0,0,0
1504,wahrheiten,6,0.414639,0.434847,0,15,0
1505,niedrig,6,0.415871,0.435782,0,15,0
1506,logik,6,0.416667,0.436973,0,15,0
1507,könnt,6,0.339924,0.353129,0,15,0
1508,würdest,6,0.356558,0.373656,0,6,0
1509,prozess,6,0.309148,0.316964,0,6,0
1510,rücken,7,0.293238,0.301022,0,9,0
1511,hinten,7,0.307451,0.315762,0,10,0
1512,selbstwahrnehmung,6,0.414552,0.434762,0,15,0
1513,zuhause,2,0.666667,0.75,0,964,20
1514,abrufen,7,0.293457,0.301277,0,12,0
1515,beweis,4,0.465015,0.475879,0,0,0
1516,definition,7,0.293413,0.301022,0,12,0
1517,ganzen,6,0.351822,0.367891,0,15,0
1518,selbsterkenntnis,4,0.471429,0.481452,0,0,0
1519,verfügen,6,0.374976,0.395383,0,5,0
1520,vorhaben,7,0.313099,0.321901,0.396183,5,0
1521,weitergeben,6,0.414552,0.434762,143.323287,3,0
1522,wofür,4,0.476594,0.487374,0.420614,1,0
1523,look,6,0.415606,0.435782,0,15,0
1524,endzeit,6,0.330077,0.341939,0,15,0
1525,f,6,0.373974,0.394107,0,5,0
1526,every,5,0.425144,0.443608,0,2,0
1527,mitglieder,6,0.368352,0.387781,0,5,0
1528,baden,6,0.368352,0.387781,0,5,0
1529,ersen,6,0.368352,0.387781,0,5,0
1530,lese,6,0.325527,0.335867,0,15,0
1531,blabla,0,0,0,0,32,40
1532,himmel,6,0.31365,0.321947,0,10,0
1533,brechen,6,0.376344,0.395978,0,5,0
1534,beschreibe,7,0.297285,0.305115,0,12,0
1535,yourself,5,0.388235,0.407471,14.130495,4,0
1536,gegenseitig,6,0.414552,0.434762,1959,20,0
1537,sowie,6,0.322262,0.332032,0,10,0
1538,hinweisen,6,0.322262,0.332032,0,10,0
1539,abhalten,7,0.295448,0.303581,1.5,10,0
1540,armut,6,0.415871,0.435782,0,15,0
1541,vierzig,6,0.347579,0.362959,0,15,0
1542,drogen,6,0.417021,0.436871,0,15,0
1543,konsumieren,6,0.36856,0.388206,8.792444,5,0
1544,besetzen,6,0.41499,0.435357,0,12,0
1545,verkehr,6,0.340514,0.353597,0,15,0
1546,spanisch,6,0.415166,0.435357,0,15,0
1547,kritik,6,0.355846,0.372304,0,15,0
1548,knie,6,0.352138,0.36869,0,6,0
1549,männer,6,0.317512,0.32665,0.938217,5,0
1550,illuminaten,5,0.360316,0.373946,0.147179,0,0
1551,gruppe,7,0.310274,0.318032,0,14,0
1552,kaum,7,0.310372,0.318372,1959,14,0
1553,konnte,6,0.414376,0.434422,0,15,0
1554,nirgendwo,4,0.466147,0.477447,0.188095,0,0
1555,weder,8,0.236887,0.240612,0,14,0
1556,gedanken,7,0.304584,0.311646,0,12,0
1557,kohle,0,0,0,0,34,41
1558,post,1,1,1,0,35,16
1559,sananda,7,0.30582,0.313134,0,3,0
1560,investiert,5,0.35158,0.363236,0.107001,0,0
1561,inhalt,6,0.416313,0.436633,1.744699,6,0
1562,richtige,7,0.308273,0.316008,0,6,0
1563,universums,4,0.471661,0.481975,0,0,0
1564,resonanz,7,0.268236,0.275695,0,0,0
1565,glaube,7,0.310274,0.318032,0,14,0
1566,zentrum,6,0.354302,0.371012,0,15,0
1567,betrug,6,0.351759,0.367866,0,15,0
1568,wissenschaft,6,0.414376,0.434422,0,15,0
1569,professor,6,0.414376,0.434422,0,15,0
1570,früher,6,0.414376,0.434422,0,15,0
1571,germania,6,0.414376,0.434422,0,15,0
1572,intelligent,6,0.414376,0.434422,0,15,0
1573,langsam,6,0.414376,0.434422,0,15,0
1574,ruhe,6,0.41988,0.439762,0,5,0
1575,geschaffen,6,0.414376,0.434422,0,15,0
1576,ganzes,6,0.414903,0.435017,5871,13,0
1577,nett,6,0.41543,0.43551,0,15,0
1578,schwarz,6,0.414376,0.434422,0,15,0
1579,control,6,0.414464,0.434677,0,21,0
1580,bekennen,6,0.414552,0.434932,0.142857,6,0
1581,eren,6,0.414376,0.434422,0,15,0
1582,gewohnt,6,0.414376,0.434422,0,15,0
1583,hassen,6,0.414376,0.434422,0,15,0
1584,heilen,6,0.41988,0.439762,0,5,0
1585,hell,6,0.414376,0.434422,0,15,0
1586,herz,6,0.414376,0.434422,0,15,0
1587,kennenlernen,6,0.414376,0.434422,0,15,0
1588,krank,1,1,1,0,2172,42
1589,langen,6,0.339924,0.353129,0,15,0
1590,probleme,6,0.352328,0.36898,0,6,0
1591,sowohl,4,0.466147,0.477099,0,0,0
1592,umständen,6,0.317666,0.326122,0,15,0
1593,versklavt,6,0.331754,0.343469,0,5,0
1594,wahl,7,0.308419,0.316229,0,15,0
1595,aufstehen,7,0.293545,0.301192,0,10,0
1596,programmier,7,0.312052,0.320302,0,3,0
1597,versucht,7,0.312152,0.320643,0,3,0
1598,halb,7,0.311358,0.319274,0,15,0
1599,ausser,0,0,0,0,36,43
1600,opa,7,0.306729,0.314027,0,15,0
1601,manuskript,1,1,1,0,47,44
1602,hundert,0,0,0,0,37,45
1603,ausdruck,7,0.299145,0.306527,0,5,0
1604,minus,7,0.311903,0.319886,0,15,0
1605,anwendung,7,0.303265,0.310804,0,14,0
1606,ablaufen,8,0.228705,0.232462,0,15,0
1607,religion,7,0.295403,0.302819,0,10,0
1608,siebzig,7,0.294383,0.302,0,15,0
1609,kosten,7,0.300983,0.308296,0,11,0
1610,mittlerweile,6,0.415166,0.435357,0,15,0
1611,resultat,7,0.297375,0.304665,0,15,0
1612,seh,7,0.294427,0.30194,0,8,0
1613,november,5,0.375441,0.391971,0.952847,0,0
1614,achtzig,6,0.334871,0.346956,0,15,0
1615,fühlt,6,0.416578,0.436675,0,15,0
1616,dozenten,6,0.421868,0.441361,0,5,0
1617,insekten,6,0.368352,0.387781,0,5,0
1618,wars,6,0.368352,0.387781,0,5,0
1619,leber,6,0.368352,0.387781,0,5,0
1620,bildung,6,0.368352,0.387781,0,5,0
1621,verbaut,6,0.368352,0.387781,0,5,0
1622,reisen,6,0.368421,0.388036,0,5,0
1623,tor,6,0.368352,0.387781,0,5,0
1624,verlieren,6,0.41988,0.439762,0,5,0
1625,umzusetzen,0,0,0,0,38,46
1626,verstehe,6,0.325527,0.335867,0,15,0
1627,fünften,5,0.320818,0.325514,1.022349,3,0
1628,villa,6,0.327924,0.338308,0,15,0
1629,bevor,6,0.315011,0.323639,0,15,0
1630,machst,0,0,0,0,39,47
1631,basieren,6,0.317512,0.326097,0.12936,6,0
1632,agiert,7,0.31844,0.327879,0,8,0
1633,cowboy,7,0.31844,0.327879,0,8,0
1634,datei,5,0.398087,0.417224,0.950038,8,0
1635,planen,6,0.324611,0.334524,0.811638,12,0
1636,rose,6,0.41499,0.435187,0,15,0
1637,trotzdem,1,1,1,0,747,48
1638,unbezahlbar,6,0.322262,0.332032,0,10,0
1639,here,4,0.467742,0.478666,47.510618,8,0
1640,ready,6,0.323166,0.333308,115.432978,31,0
1641,gesetze,5,0.364017,0.378283,0.052632,3,0
1642,ohnmacht,7,0.300521,0.307947,0,6,0
1643,part,7,0.303406,0.310753,0,8,0
1644,karriere,0,0,0,0,40,49
1645,nächsen,7,0.300567,0.308092,0,6,0
1646,ausgang,8,0.209805,0.213489,0,10,0
1647,lügner,6,0.337233,0.349855,0,5,0
1648,denkweise,6,0.337233,0.349855,0,5,0
1649,wechsel,6,0.347579,0.362959,0,15,0
1650,simulieren,6,0.362493,0.38051,1959,22,0
1651,bekommt,4,0.466829,0.478666,0.719841,1,0
1652,rum,7,0.305344,0.312692,0,18,0
1653,echt,7,0.307403,0.315158,0,3,0
1654,wen,5,0.369641,0.385702,0.242857,3,0
1655,kompliziert,4,0.466147,0.477447,0,1,0
1656,x,7,0.306011,0.313508,0,15,0
1657,social,7,0.305391,0.313573,0,10,0
1658,finde,6,0.340514,0.353597,0,15,0
1659,besetzungen,4,0.470733,0.481278,0,0,0
1660,meter,6,0.355846,0.372304,0,15,0
1661,entweder,6,0.352075,0.368435,0,6,0
1662,phänomen,6,0.352075,0.368435,0,6,0
1663,sicherlich,7,0.313249,0.321629,0,14,0
1664,schlicht,6,0.348817,0.364575,0,15,0
1665,sicher,0,0,0,0,42,50
1666,wieviel,7,0.310274,0.318032,0,14,0
1667,wert,0,0,0,0,43,51
1668,beschreibt,7,0.3229,0.332573,0,15,0
1669,igor,1,1,1,0,1104,52
1670,aufwand,7,0.320261,0.330243,0,15,0
1671,wunsch,7,0.256982,0.263217,0,15,0
1672,katze,7,0.256982,0.263217,0,15,0
1673,hurra,5,0.350549,0.36132,0.985653,4,0
1674,manipulationen,6,0.296296,0.303461,0,31,0
1675,schlimm,0,0,0,0,44,53
1676,versorgen,1,1,1,0,172,54
1677,neunhundert,0,0,0,0,45,55
1678,grad,7,0.30582,0.313134,0,3,0
1679,hinzu,6,0.352265,0.368546,0,15,0
1680,ausserhalb,6,0.342119,0.356344,5.228064,3,0
1681,frequenzen,6,0.342,0.356003,0,3,0
1682,aktiv,7,0.268236,0.275695,0,0,0
1683,anbieten,6,0.321101,0.330383,0,3,0
1684,angeblich,6,0.328033,0.338699,0,3,0
1685,betreffen,4,0.428571,0.446796,0.788889,0,0
1686,bier,4,0.466602,0.477795,0,0,0
1687,danachen,6,0.414376,0.434422,0,15,0
1688,details,6,0.414376,0.434422,0,15,0
1689,einheit,6,0.414552,0.434762,1959,23,0
1690,endlichen,6,0.414376,0.434422,0,15,0
1691,erwachen,6,0.414376,0.434422,0,15,0
1692,friede,6,0.41988,0.439762,0,15,0
1693,innerhalb,6,0.414376,0.434422,0,15,0
1694,nah,6,0.415606,0.43574,0,15,0
1695,nahe,6,0.414376,0.434422,0,15,0
1696,naja,6,0.414376,0.434422,0,15,0
1697,niemalsen,6,0.414376,0.434422,0,15,0
1698,rund,6,0.414376,0.434422,0,15,0
1699,verschwinden,6,0.414376,0.434422,0,15,0
1700,versuche,6,0.414376,0.434422,0,15,0
1701,vielleichen,6,0.414376,0.434422,0,15,0
1702,youtube,4,0.466829,0.477969,0,8,0
1703,ähnlich,6,0.414376,0.434422,0,15,0
1704,stars,6,0.414376,0.434422,0,15,0
1705,soen,6,0.414376,0.434422,0,15,0
1706,neinen,6,0.414464,0.434677,0,5,0
1707,fünfundvierzig,6,0.414376,0.434422,0,15,0
1708,besseres,6,0.414464,0.434677,0,8,0
1709,wiederholen,6,0.414376,0.434422,0,15,0
1710,leichen,6,0.414376,0.434422,0,15,0
1711,privat,6,0.416224,0.436335,0,15,0
1712,entwerfen,6,0.414464,0.434677,0,5,0
1713,profitieren,6,0.414376,0.434422,0,15,0
1714,down,6,0.414376,0.434422,0,15,0
1715,trennung,6,0.414376,0.434422,0,15,0
1716,kindergarten,6,0.414376,0.434422,0,15,0
1717,wahrzunehmen,7,0.319791,0.329478,0,15,0
1718,zumindest,6,0.414639,0.434804,0,6,0
1719,blatt,6,0.339924,0.353129,0,15,0
1720,dar,6,0.352201,0.368639,0,6,0
1721,angewendet,6,0.353535,0.370383,0,5,0
1722,besetzung,6,0.331754,0.343469,0,5,0
1723,tisch,6,0.318492,0.327168,0,6,0
1724,springen,5,0.341786,0.350697,0.589688,3,0
1725,überwinden,1,1,1,0,47,44
1726,teufels,6,0.416224,0.436335,0,15,0
